Score,City,X,Y,Name,Type_1,City_1,FullAddres
98.76,Carlsbad,-104.2289865,32.4256845,THE BREAD STORE,Small Grocery Store,CARLSBAD,504 N CANAL
100,Carlsbad,-104.2267366,32.40627704,THE FRY'S BAKERY,Meat/Poultry Specialty,Carlsbad,1301 S Canal St
98.79,Artesia,-104.4147905,32.7780859,VAN WINKLE'S FARMERS MARKET #8,Supermarket,ARTESIA,2000 MAIN STREET
100,Carlsbad,-104.2451372,32.4360241,WALGREENS 07930,Combination Grocery/Other,Carlsbad,1401 W Pierce St
100,Carlsbad,-104.23709,32.4357641,WALGREENS #2315,Combination Grocery/Other,Carlsbad,902 W Pierce St
100,Carlsbad,-104.2207632,32.39407389,Walmart  868,Super Store,Carlsbad,2401 S Canal St
98.65,Artesia,-104.4298283,32.8864921,Walmart SUPERCENTER 3427,Super Store,ARTESIA,604 N 26TH ST
100,Silver City,-108.2538699,32.78729949,Albertsons 3914,Supermarket,Silver City,1956 Highway 180 E
100,Silver City,-108.2737249,32.78080145,BAILEY FOOD MARKET NO. 2,Supermarket,Silver City,1502 Silver Heights Blvd
96.99,Bayard,-108.1305815,32.76217017,BAILEYS FOOD MARKET,Supermarket,BAYARD,900 WEST CENTRAL AVE
98.81,Santa Clara,-108.1528083,32.77650756,BENNY'S MARKET BASKET #3,Small Grocery Store,CENTRAL,227 BAYARD STREET
98.65,Santa Clara,-108.1528083,32.77650756,BENNYS FOOD MARKET BASKET,Small Grocery Store,CENTRAL,227 BAYARD ST
91.39,Santa Clara,-108.1566866,32.77948714,CACTUS CONCESSION,Small Grocery Store,CENTRAL,408 W. CACTUS
100,Silver City,-108.2760363,32.77664453,Cactus Jacks,Medium Grocery Store,Silver City,1307 N Pope St
98.65,Santa Clara,-108.1528083,32.77650756,CENTRAL STORE,Small Grocery Store,CENTRAL,122 BAYARD ST
96.96,Cliff,-108.63247,32.9785528,CLIFF TRADING POST,Small Grocery Store,CLIFF,HWY 180 WEST BOX 39
100,Silver City,-108.2691155,32.783023,CVS 10449,Combination Grocery/Other,Silver City,610 Silver Heights Blvd
100,Silver City,-108.2354494,32.75898446,DOLLAR GENERAL 9873,Combination Grocery/Other,Silver City,101 Rosedale Rd
99.49,Arenas Valley,-108.1736273,32.7797213,Dollar General 18007,Combination Grocery/Other,Santa Clara,11988 Highway 180
100,Silver City,-108.2603635,32.79541323,Dollar General 21475,Combination Grocery/Other,Silver City,1330 E 32nd St
100,Silver City,-108.2361743,32.78609717,Dollar Tree 6140,Combination Grocery/Other,Silver City,2633 Highway 180 E
100,Silver City,-108.2521464,32.7874546,Family Dollar Store 3034,Combination Grocery/Other,Silver City,2148 Highway 180 E
100,Bayard,-108.1400836,32.75784374,Family Dollar Store 4885,Combination Grocery/Other,Bayard,1001 Tom Foy Blvd
100,Silver City,-108.2737249,32.78080145,Family Dollar Store 4778,Combination Grocery/Other,Silver City,1506 Silver Heights Blvd
100,Bayard,-108.1410739,32.75805209,Food Basket 101,Large Grocery Store,Bayard,1111 Tom Foy Blvd
100,Silver City,-108.2741976,32.77551367,Food Basket 102,Large Grocery Store,Silver City,1220 N Hudson St
100,Silver City,-108.2741976,32.77551367,FURR'S SUPERMARKET #912,Supermarket,Silver City,1220 N Hudson St
95.8,Bayard,-108.1305815,32.76217017,KIKI GROCERY STORE,Small Grocery Store,BAYARD,313 CENTRAL ST
100,Silver City,-108.2672136,32.78113061,LA AGUILA,Combination Grocery/Other,Silver City,716 E 16th St
96.52,Arenas Valley,-108.1935144,32.77796141,LAMBONZ MEATS,Meat/Poultry Specialty,ABENAS VALLEY,#3 RIO DE ARENAS
98.34,Arenas Valley,-108.1935144,32.77796141,LAMBONZ OLD TIME MEATS,Medium Grocery Store,SILVER CITY,#3 RIO DE ARENAS
100,Mimbres,-107.9752339,32.84872545,Mimbres Valley Farmers' Market,Farmers' Market,Mimbres,2739 Highway 35
89.5,Hanover,-107.8753918,32.73425016,NO CATTLE COMPANY INC,Fruits/Veg Specialty,SAN JUAN,2290 HWY 61
88.21,Silver City,-108.2672017,32.79415089,RUEBUSH PACKING CO,Small Grocery Store,SILVER CITY,2830 TABOR SILVER ACRE
100,Silver City,-108.2764435,32.77012249,SCHADEL'S BAKERY INC,Bakery Specialty,Silver City,212 N Bullard St
100,Silver City,-108.2764435,32.77012249,SCHADELS BAKERY INC.,Bakery Specialty,Silver City,212 N Bullard St
100,Silver City,-108.2761345,32.77213249,SILVER CITY FARMER'S MARKET,Farmers' Market,Silver City,520 N Bullard St
98.83,Silver City,-108.255256,32.8486557,SILVER CITY FARMER'S MARKET,Farmers' Market,SILVER CITY,701 N MAIN ST
100,Silver City,-108.2606829,32.78527469,SILVER CITY FARMERS MARKET,Farmers' Market,Silver City,1400 Highway 180 E
98.32,Silver City,-108.2746172,32.77764685,Silver City Farmers Market,Farmers' Market,Silver City,701 N Main St
100,Silver City,-108.2761345,32.77213249,SILVER CITY FOOD CO-OP,Supermarket,Silver City,520 N Bullard St
100,Silver City,-108.272938,32.77422977,THE CURIOUS KUMQUAT,Small Grocery Store,Silver City,111 E College Ave
98.79,Bayard,-108.1305815,32.76217017,The Jerky Store And More,Combination Grocery/Other,Bayard,208 Central Ave
100,Silver City,-108.2361743,32.78609717,The Jerky Store And More,Combination Grocery/Other,Silver City,1435 Highway 180 E
88.5,Silver City,-108.274743,32.77151001,THE PRIME CUT-MEAT AND DELI,Meat/Poultry Specialty,SILVER CITY,315 S. HUDSON SUITE #27
99.9,Hanover,-107.9331674,32.80924539,Valle Mimbres Market,Small Grocery Store,San Lorenzo,2739 Highway 35
97.5,Gila,-108.5808045,32.95385622,VALLEY MARKET & SUPPLY,Small Grocery Store,GILA,410 HIGHWAY 211
100,Silver City,-108.2354494,32.75898446,WALGREENS 10808,Combination Grocery/Other,Silver City,100 Rosedale Rd
100,Silver City,-108.247231,32.78733006,Walmart  1357,Super Store,Silver City,2501 Highway 180 E
99.08,Santa Rosa,-104.6754691,34.94456022,DOLLAR GENERAL 14116,Combination Grocery/Other,Santa Rosa,2025 Will Rogers Dr.
96.59,Vaughn,-105.2500291,34.58779969,EL CORRAL STORE,Combination Grocery/Other,VAUGHN,E. HWY. 54 & 60
100,Santa Rosa,-104.6754691,34.94456022,Family Dollar Store 6268,Combination Grocery/Other,Santa Rosa,1124 Will Rogers Dr
94.82,Anton Chico,-105.142113,35.199522,G & D GROCERS,Small Grocery Store,Anton Chico,PO Box 133
96.96,Vaughn,-105.209471,34.60174999,GILBERT'S GROCERY,Small Grocery Store,VAUGHN,209 W HWY 60 8&OAK PO BOX 125
100,Santa Rosa,-104.6975433,34.93970765,PADILLA GROCERIES,Small Grocery Store,Santa Rosa,457 Coronado Ave
100,Santa Rosa,-104.686234,34.9408605,Santa Rosa Farmers Market,Farmers' Market,Santa Rosa,244 S 4th St
100,Santa Rosa,-104.6714829,34.9448578,T & D FOOD MARKET,Supermarket,Santa Rosa,1489 Historic Route 66
100,Santa Rosa,-104.6714829,34.9448578,T And D Food Mart,Medium Grocery Store,Santa Rosa,1489 Historic Route 66
94.66,Vaughn,-105.2120298,34.60295363,THE PEOPLE'S STORE,Small Grocery Store,VAUGHN,1007 CEDAR
86.02,Roy,-104.1967825,35.9441757,BACA'S CITY MARKET,Small Grocery Store,ROY,PO BOX 142 MAIN STREET
100,Mosquero,-103.9522704,35.77695623,Eelej's,Small Grocery Store,Mosquero,30 Main St
97.35,Roy,-104.196414,35.943588,HARDING COUNTY GENERAL STORE,Medium Grocery Store,ROY,HWYS. 120 & 39
98.94,Mosquero,-103.9522704,35.77695623,TOWN AND COUNTRY MARKET,Small Grocery Store,MOSQUERO,MAIN STREET
100,Lordsburg,-108.7067683,32.34525582,CASH AND CARRY GROCERY,Small Grocery Store,Lordsburg,600 Animas St
100,Lordsburg,-108.7059538,32.35084579,CORNER MART,Small Grocery Store,Lordsburg,101 North St
100,Animas,-108.8791232,32.08469817,COTTON CITY GROCERY,Small Grocery Store,Animas,1325 State Highway 338
98.87,Lordsburg,-108.718187,32.33438227,DOLLAR GENERAL 14004,Combination Grocery/Other,Lordsburg,313 S Main St
100,Lordsburg,-108.7131901,32.34507118,Family Dollar Store 5725,Combination Grocery/Other,Lordsburg,109 W Railway Blvd
100,Lordsburg,-108.7170495,32.3359266,HERNANDEZ GROCERY,Small Grocery Store,Lordsburg,1621 Main St
98.97,Lordsburg,-108.7168575,32.33618616,Hidalgo Farmers Market And Mercado,Farmers' Market,Lordsburg,701 Main Street
100,Lordsburg,-108.7170495,32.3359266,JIMMYS GROCERY,Small Grocery Store,Lordsburg,1621 Main St
100,Lordsburg,-108.7170495,32.3359266,JIMMYS GROCERY,Small Grocery Store,Lordsburg,1621 Main St
100,Lordsburg,-108.706075,32.349496,LORDSBURG MARKET,Super Store,Lordsburg,320 E Motel Dr
93.97,Animas,-108.5373981,31.91422409,PHELPS DODGE MERCANTILE,Supermarket,PLAYAS,1 PLAZA
100,Lordsburg,-108.7107522,32.34457252,SAUCEDOS SUPERMARKET,Large Grocery Store,Lordsburg,810 Main St
100,Lordsburg,-108.706075,32.349496,UP TO DATE GROCERY CO,Large Grocery Store,Lordsburg,320 E Motel Dr
100,Hobbs,-103.144875,32.72850948,ALBERTSONS 680,Supermarket,Hobbs,2402 N Grimes St
100,Lovington,-103.3608642,32.94392337,ALCO STORE 218,Combination Grocery/Other,Lovington,910 W Avenue D
100,Hobbs,-103.1276271,32.72677271,ALL AMERICAN MEAT AND PRODUCE,Supermarket,Hobbs,2322 N Dal Paso St
100,Hobbs,-103.1276271,32.72673087,ALLSUPS 145,Combination Grocery/Other,Hobbs,3709 N Dal Paso St
100,Hobbs,-103.1260982,32.72565546,Big Lots 4477,Combination Grocery/Other,Hobbs,903 E Bender Blvd
100,Hobbs,-103.1275646,32.72285876,Bimbo Bakeries 1712,Bakery Specialty,Hobbs,2004 N Dal Paso St
100,Lovington,-103.3608642,32.94392337,BOBS SUPERMARKET,Super Store,Lovington,906 W Avenue D
100,Hobbs,-103.136837,32.7070995,Carniceria El Tarahumara,Small Grocery Store,Hobbs,113 W Clinton St
100,Lovington,-103.3598943,32.94393761,Carniceria La Unica,Combination Grocery/Other,Lovington,903 W Avenue D
97.13,Lovington,-103.3498751,32.93932673,CASA CRUZ,Unknown,LOVINGTON,1317 1ST ST.
100,Hobbs,-103.1331345,32.71118096,"CORNER GROCERY AND MARKET, INC.",Medium Grocery Store,Hobbs,301 E Sanger St
98.7,Hobbs,-103.1846808,32.72569117,CVS 10148,Combination Grocery/Other,Hobbs,715 W Bender Blvd
100,Lovington,-103.3941955,32.94381075,DOLLAR GENERAL 6303,Combination Grocery/Other,Lovington,108 W Avenue D
97.1,Hobbs,-103.1276271,32.72673087,DOLLAR GENERAL 10019,Combination Grocery/Other,Hobbs,730 N Dal Paso Ste
100,Hobbs,-103.130579,32.72581401,Dollar General 13270,Combination Grocery/Other,Hobbs,500 E Bender Blvd
96.32,Eunice,-103.1594645,32.42453259,DOLLAR GENERAL 13267,Combination Grocery/Other,Eunice,1503 N Main St
98.25,Jal,-103.1933706,32.10278554,Dollar General 16442,Combination Grocery/Other,Jal,450 S 3rd St
100,Hobbs,-103.1423485,32.69660706,Dollar General 18344,Combination Grocery/Other,Hobbs,2209 W Marland St
98.79,Hobbs,-103.1449049,32.75887226,Dollar General 22297,Combination Grocery/Other,Hobbs,5120 N Grimes Street
96.51,Hobbs,-103.127703,32.78305768,Dollar General 22830,Combination Grocery/Other,Hobbs,1114 S Dal Paso St
96.25,Hobbs,-103.127703,32.78305768,Dollar General 24044,Combination Grocery/Other,Hobbs,7200 N Dal Paso St
100,Lovington,-103.3486177,32.9569847,Dollar General 25334,Combination Grocery/Other,Lovington,923 N Main Ave
100,Hobbs,-103.1200213,32.70251083,Dollar General 24954,Combination Grocery/Other,Hobbs,210 N Marland Blvd
100,Hobbs,-103.1421864,32.7202277,DOLLAR TREE 2590,Combination Grocery/Other,Hobbs,1818 N Turner St
100,Lovington,-103.361543,32.94392039,Dollar Tree 5420,Combination Grocery/Other,Lovington,1011 W Avenue D
100,Hobbs,-103.1419474,32.74021261,Doryfarms Neighborhood Market,Medium Grocery Store,Hobbs,502 W Navajo Dr
100,Hobbs,-103.119291,32.70331367,Family Dollar 12395,Combination Grocery/Other,Hobbs,319 N Marland Blvd
100,Lovington,-103.3517324,32.94395304,Family Dollar Store 2978,Combination Grocery/Other,Lovington,211 W Avenue D
100,Hobbs,-103.1120555,32.7256798,Family Dollar Store 4269,Combination Grocery/Other,Hobbs,923 E Bender Blvd
100,Eunice,-103.1594645,32.42453259,Family Dollar Store 2528,Combination Grocery/Other,Eunice,914 Main St
100,Hobbs,-103.131887,32.69660101,Family Dollar Store 1620,Combination Grocery/Other,Hobbs,410 E Marland St
98.54,Jal,-103.184475,32.12018569,Family Dollar Store 8224,Combination Grocery/Other,Jal,301 E Kansas Ave
100,Lovington,-103.358536,32.94780901,Family Dollar Store 10448,Combination Grocery/Other,Lovington,112 S 8th St
100,Tatum,-103.318905,33.25801464,Family Dollar Store 10802,Combination Grocery/Other,Tatum,114 N Avenue A
100,Lovington,-103.3486485,32.96116886,Family Dollar Store 11078,Combination Grocery/Other,Lovington,1313 N Main Ave
100,Hobbs,-103.1448912,32.75489503,Family Dollar Store 11131,Combination Grocery/Other,Hobbs,4820 N Grimes St
86,Hobbs,-103.1369273,32.7132591,FOOD BASKET # 12,Supermarket,HOBBS,1317 N TURNER/SANGER
100,Lovington,-103.3486325,32.94447261,FURR'S SUPERMARKET #917,Supermarket,Lovington,401 S Main Ave
100,Hobbs,-103.1376608,32.71429173,FURR'S SUPERMARKET #918,Supermarket,Hobbs,1317 N Turner St
94.59,Hobbs,-103.1276271,32.72673087,GOFF DAIRY,Combination Grocery/Other,HOBB,3600 NORTH DAL PASO
100,Hobbs,-103.1331345,32.71118096,"GUY'S CORNER GROCERY, INC.",Medium Grocery Store,Hobbs,301 E Sanger St
100,Hobbs,-103.124479,32.69237202,HANDY SPOT 7-11,Small Grocery Store,Hobbs,1009 E Main St
98.79,Hobbs,-103.2286951,32.80956231,Hobbs Farmers Market,Farmers' Market,Hobbs,4300 N Lovington Hwy
100,Hobbs,-103.1248898,32.69831435,HOBBS TORTILLERIA,Bakery Specialty,Hobbs,321 S Avenue C
96.4,Tatum,-103.3091685,33.25692899,ISRAEL'S GROCERY & MARKET,Small Grocery Store,TATUM,211 W BROADWAY
100,Hobbs,-103.120885,32.711187,KENDALL'S KOUNTRY MEAT MARKET,Medium Grocery Store,Hobbs,1224 E Sanger St
100,Hobbs,-103.120885,32.711187,KENDALL'S KOUNTRY MEAT MARKET,Medium Grocery Store,Hobbs,1224 E Sanger St
100,Hobbs,-103.1382075,32.71117177,KIMS SPECIALITY KAKES,Bakery Specialty,Hobbs,205 W Sanger St
100,Hobbs,-103.1448589,32.72498449,Kmart 7016,Super Store,Hobbs,2220 N Grimes St
100,Hobbs,-103.1448938,32.73967317,"La Carniceria, Llc",Medium Grocery Store,Hobbs,3601 N Grimes St
98.65,Hobbs,-103.147288,32.70596552,LA ESPERANZA MEAT MARKET,Supermarket,Hobbs,1007 N Coleman St
96.29,Hobbs,-103.1276093,32.69033942,La Esperanza Meat Market-Tihara LLC,Super Store,Hobbs,509 S Dal Paso
96.29,Hobbs,-103.1259886,32.69674719,LA PANADERIA,Bakery Specialty,HOBBS,400 E. MARLAND
100,Lovington,-103.3461465,32.95175751,LA POBLANITA MEX FOODS,Unknown,Lovington,400 N East St
100,Hobbs,-103.131887,32.69660101,LA TIENDA,Super Store,Hobbs,420 E Marland St
100,Lovington,-103.3486325,32.94447261,LAWRENCE BROS  1381,Supermarket,Lovington,401 S Main Ave
100,Lovington,-103.34861,32.937172,LOVINGTON GROCERY & DELI,Medium Grocery Store,Lovington,1124 S Main Ave
98.33,Eunice,-103.1548856,32.43737339,LOWES 4,Supermarket,EUNICE,1326 AVE J
95.17,Jal,-103.1990128,32.11324908,Lowes 14,Large Grocery Store,JAL,100 CURRY
100,Hobbs,-103.140554,32.69660649,Mercado Y Carniceria La Herradura,Medium Grocery Store,Hobbs,410 W Marland St
100,Hobbs,-103.1275655,32.7175581,NUTRITION VENDOR #2,Medium Grocery Store,Hobbs,1600 N Dal Paso St
96.18,Hobbs,-103.1376608,32.71429173,PAPA MURPHYS PIZZA,Combination Grocery/Other,HOBBS,2208 N TURNER
100,Hobbs,-103.1164995,32.70158501,Pattie's Produce,Small Grocery Store,Hobbs,1605 E Dunn St
100,Hobbs,-103.1450591,32.72579685,PRICE RITE  573,Supermarket,Hobbs,800 W Bender Blvd
100,Hobbs,-103.1448737,32.72817529,"RICH MEAT SERVICE, INC.",Meat/Poultry Specialty,Hobbs,817 N Grimes St
100,Hobbs,-103.1275655,32.7175581,ROSWELL BAKING CO.#354,Bakery Specialty,Hobbs,1600 N Dal Paso St
100,Hobbs,-103.1239894,32.72571805,SAV-MOR,Meat/Poultry Specialty,Hobbs,1021 E Bender Blvd
100,Hobbs,-103.1122109,32.73803454,Shalom Cuban Market,Combination Grocery/Other,Hobbs,620 E Navajo Dr
100,Lovington,-103.3486165,32.9392575,THE MEAT MARKET,Meat/Poultry Specialty,Lovington,914 S Main Ave
100,Hobbs,-103.1423861,32.70378991,THE STORE,Small Grocery Store,Hobbs,320 N Leech St
100,Hobbs,-103.1275841,32.70553396,THRIFTWAY FOODS,Supermarket,Hobbs,512 N Dal Paso St
100,Hobbs,-103.1376608,32.71429173,Thriftway Supermarket,Super Store,Hobbs,1317 N Turner St
100,Hobbs,-103.1275841,32.70553396,TOOTIES SUPERMARKET,Supermarket,Hobbs,512 N Dal Paso St
100,Hobbs,-103.1282361,32.69238787,TRUCKLOAD GROCERY,Small Grocery Store,Hobbs,720 E Main St
100,Hobbs,-103.1421864,32.7202277,WAL-MART STORE  549,Super Store,Hobbs,1822 N Turner St
100,Hobbs,-103.1376608,32.71429173,WALGREENS 2349,Combination Grocery/Other,Hobbs,1401 N Turner St
98.83,Hobbs,-103.1536809,32.74037185,Walgreens 12793,Combination Grocery/Other,HOBBS,801 W JOE HARVEY BLVD.
98.79,Hobbs,-103.2286951,32.80956231,Walmart 549,Super Store,Hobbs,3800 N Lovington Hwy
86,Hobbs,-103.1369273,32.7132591,WATER WAGON & MORE,Combination Grocery/Other,HOBBS,1517 N. DEL PASO
100,Ruidoso,-105.6652871,33.35877198,Albertsons Market 682,Supermarket,Ruidoso,721 Mechem Dr
100,Ruidoso,-105.6790051,33.33576411,BENNETTS SHUR SAV SUPERMARKET,Supermarket,Ruidoso,304 Mechem Dr
91.28,Ruidoso,-105.6355443,33.31346544,BOB'S ONE STOP,Unknown,RUIDOSO,111 E  70 EAST
100,Ruidoso,-105.661107,33.32731101,Carniceria Chihuahua,Small Grocery Store,Ruidoso,1501 Sudderth Dr
98.97,Carrizozo,-105.8647215,33.65220148,Carrizozo Market,Medium Grocery Store,Carrizozo,400 Central Ave
100,Ruidoso Downs,-105.6186571,33.32650126,Chef Lupe  Market And Cafe,Medium Grocery Store,Ruidoso Downs,26135 Us Highway 70 E
96.38,Corona,-105.6105419,34.23694295,CORONA TRADING COMPANY,Medium Grocery Store,CORONA,501 MAIN ST.
96.38,Corona,-105.6105419,34.23694295,CORONA TRADING COMPANY,Medium Grocery Store,CORONA,501 MAIN ST
100,Ruidoso,-105.6507191,33.32391132,DOLLAR GENERAL 6659,Combination Grocery/Other,Ruidoso,647 Sudderth Dr
100,Ruidoso,-105.6637216,33.36494133,DOLLAR GENERAL 13712,Combination Grocery/Other,Ruidoso,1110 Mechem Dr
100,Capitan,-105.5260648,33.53731995,Dollar General 24498,Combination Grocery/Other,Capitan,8462 US Highway 380
100,Ruidoso,-105.6291807,33.32080059,Dollar Tree 3825,Combination Grocery/Other,Ruidoso,203 Highway 70
100,Ruidoso,-105.6586035,33.32531866,El Gallo Loco Carniceria Y Mas,Small Grocery Store,Ruidoso,1703 Sudderth Dr
98.79,Carrizozo,-105.8323458,33.85450402,Family Dollar 11403,Combination Grocery/Other,Carrizozo,12370 Hwy 54
100,Ruidoso,-105.6287524,33.32350164,Family Dollar Store 2954,Combination Grocery/Other,Ruidoso,132 Sudderth Dr
100,Ruidoso,-105.6652871,33.35877198,Family Dollar Store 6584,Combination Grocery/Other,Ruidoso,721 Mechem Dr
98.83,Capitan,-105.581985,33.54551654,Family Dollar Store 8240,Combination Grocery/Other,Capitan,533 W First St
98.94,Ruidoso Downs,-105.6327896,33.31652513,FRANK'S FRUIT MARKET,Fruits/Veg Specialty,RUIDOSO DOWNS,2115 HWY. 70 E
92.82,Ruidoso,-105.6652871,33.35877198,FURRS  904,Supermarket,RUIDOSO,721 MECHEM #14
100,Ruidoso,-105.6291807,33.32080059,FURRS  905,Supermarket,Ruidoso,205 Highway 70
100,Carrizozo,-105.8761902,33.6421071,KINGS FOOD MART,Medium Grocery Store,Carrizozo,415 12th St
100,Ruidoso,-105.6652871,33.35877198,LAWRENCE BROS 1382,Combination Grocery/Other,Ruidoso,721 Mechem Dr
100,Ruidoso,-105.6652871,33.35877198,Lowe's 7,Supermarket,Ruidoso,504 Mechem Dr
100,Ruidoso,-105.6652871,33.35877198,Lowe's 7,Supermarket,Ruidoso,504 Mechem Dr
100,Ruidoso,-105.6315159,33.32298341,Mario's Market,Combination Grocery/Other,Ruidoso,236 Sudderth Dr
100,Ruidoso,-105.661708,33.32786127,NM BREAD STORE,Bakery Specialty,Ruidoso,1605 Sudderth Dr
96.04,Ruidoso,-105.6358957,33.3131947,REEDS MARKET,Meat/Poultry Specialty,RUIDOSO,118 E HWY 70 BOX 7
99.03,Capitan,-105.581985,33.54551654,SMOKEY'S COUNTRY MARKET,Supermarket,CAPITAN,116 SMOKEY BEAR BLVD.
99.03,Capitan,-105.581985,33.54551654,SMOKEYS COUNTRY MARKET,Supermarket,CAPITAN,116 SMOKEY BEAR BLVD
92.86,Carrizozo,-105.8766,33.6418195,STURGES VENTURE MARKET,Medium Grocery Store,CARRIZOZO,400 MAIN
98.97,Carrizozo,-105.8647215,33.65220148,The Zozo Pantry,Small Grocery Store,Carrizozo,400 Central Ave
100,Ruidoso,-105.6790051,33.33576411,THRIFTWAY OF RUIDOSO,Supermarket,Ruidoso,304 Mechem Dr
100,Ruidoso,-105.6790051,33.33576411,THRIFTWAY SUPERMARKET 819,Supermarket,Ruidoso,304 Mechem Dr
97.9,Carrizozo,-105.8736792,33.63894402,Tiny's Market,Small Grocery Store,Carrizozo,501 Dulce St
94,Ruidoso,-105.658114,33.37923776,TURNER'S FOOD MART,Unknown,RUIDOSO,GARRLAND CANYON RD. & HWY. 48
100,Ruidoso,-105.6287524,33.32350164,Walgreens 04650,Combination Grocery/Other,Ruidoso,138 Sudderth Dr
99.08,Ruidoso Downs,-105.6327896,33.31652513,Walmart 851,Super Store,Ruidoso Downs,26180 Us Highway 70
99,Los Alamos,-106.3217381,35.87925789,EDS FOOD MARKET,Medium Grocery Store,LOS ALAMOS,1183 DIAMOND DR
100,Los Alamos,-106.2998573,35.88141532,FURRS  897,Supermarket,Los Alamos,535 Central Ave
100,Los Alamos,-106.2988566,35.87977009,Los Alamos U162,Supermarket,Los Alamos,1501 Trinity Dr
100,Los Alamos,-106.25873,35.87601696,Los Alamos Cooperative Market,Supermarket,Los Alamos,95 Entrada
99.08,Los Alamos,-106.31563,35.88281932,Los Alamos Farmers Market LACDC,Farmers' Market,Los Alamos,2200 Trinity Drive
100,Los Alamos,-106.3212168,35.90095939,Papa Murphy's 010,Bakery Specialty,Los Alamos,3801 Arkansas Ave
100,Los Alamos,-106.3212168,35.90095939,PAPA MURPHY'S TAKE & BAKE PIZZA,Bakery Specialty,Los Alamos,3801 Arkansas Ave
96.75,Los Alamos,-106.2938677,35.87969897,Smith's Food & Drug 467,Super Store,Los Alamos,751 Tinity Dr
88.29,Los Alamos,-106.357539,35.83375015,SMITHS  432,Super Store,White Rock,31 Sherwood Blvd
100,Deming,-107.4954781,32.21116304,Brasas Meat,Meat/Poultry Specialty,Deming,3425 Cabrito Rd SE
100,Deming,-107.753246,32.2667605,DEMING PASTRY SHOP,Bakery Specialty,Deming,305 S Ruby St
98.6,Deming,-107.7537933,32.26931953,Deming/luna County Mainstreet Farmers Market,Farmers' Market,Deming,109 E Pine St
100,Deming,-107.6336982,31.80427485,Desert Dragon Farmer's Market,Fruits/Veg Specialty,Deming,6475 Columbus Rd SE
100,Deming,-107.8987865,32.4203015,DIAZ FARMS,Fruits/Veg Specialty,Deming,2485 Silver City Hwy NW
100,Deming,-107.8987865,32.4203015,DIAZ FARMS,Fruits/Veg Specialty,Deming,2485 Silver City Hwy NW
98.76,Deming,-107.7537933,32.26931953,Dollar General 6421,Combination Grocery/Other,Deming,1310-D E Pine
98.83,Deming,-107.7473592,32.25771178,DOLLAR GENERAL 14114,Combination Grocery/Other,Deming,614 East Walnut St
98.83,Deming,-107.6336982,31.80427485,Dollar General 22463,Combination Grocery/Other,Deming,6095 Columbus Road
98.79,Columbus,-107.6451041,31.83478589,Dollar General 23341,Combination Grocery/Other,Columbus,387 W Blair Ave
98.54,Deming,-107.7579688,32.27569857,Dollar General 24642,Combination Grocery/Other,Deming,114 E 3rd St
100,Deming,-107.7318675,32.27324337,DOLLAR TREE 3002,Combination Grocery/Other,Deming,800 E Cedar St
100,Deming,-107.757948,32.26768752,Dulceria Mundo De Caramelo,Combination Grocery/Other,Deming,119 E Spruce St
100,Deming,-107.7563365,32.26930931,EL REY MEAT MARKET,Medium Grocery Store,Deming,108 N Platinum Ave
100,Deming,-107.7563365,32.26930931,EL REY MEAT MARKET,Medium Grocery Store,Deming,108 N Platinum Ave
91.61,Columbus,-107.6412382,31.83104989,Family Dollar Store 4635,Combination Grocery/Other,Columbus,Hwy 11 S
100,Deming,-107.7549087,32.25343441,Family Dollar Store 3035,Combination Grocery/Other,Deming,811 S Platinum Ave
96.56,Deming,-107.7549087,32.25343441,FARMERS,Supermarket,DEMING,811 S PLATINUM
100,Deming,-107.7542865,32.2691445,FOOD BASKET # 103,Supermarket,Deming,414 E Pine St
100,Deming,-107.7542865,32.2691445,FURR'S SUPERMARKET #914,Supermarket,Deming,414 E Pine St
100,Deming,-107.7445728,32.26872821,Kmart 7755,Super Store,Deming,1205 E Pine St
90,Deming,-107.759978,32.26747101,LUNA COUNTY MEAT PROCESSORS,Combination Grocery/Other,DEMING,HIWAY 11
100,Deming,-107.7582184,32.26541205,NEW MEXICO FRESH PRODUCE,Fruits/Veg Specialty,Deming,411 S Gold Ave
100,Deming,-107.6383829,31.84086131,PEPPERS SUPERMARKET,Super Store,Deming,812 E Florida St
100,Columbus,-107.6343632,31.83166022,San Jose Grocery Store,Medium Grocery Store,Columbus,411 E Jesus Carreon Ave
100,Columbus,-107.6343632,31.83166022,San Jose Grocery Store,Medium Grocery Store,Columbus,411 E Jesus Carreon Ave
98.6,Deming,-107.7817552,32.26140828,SOUTHSIDE MARKET,Supermarket,DEMING,113 WEST ASH
100,Deming,-107.7679652,32.26644869,SWIFTY'S MARKET,Small Grocery Store,Deming,813 W Spruce St
100,Deming,-107.6383829,31.84086131,WALGREENS 15604,Combination Grocery/Other,Deming,820 E Florida St
100,Deming,-107.7589167,32.26926188,Walgreens 15603,Combination Grocery/Other,Deming,122 N Gold Ave
100,Deming,-107.7469535,32.26869477,Walmart SUPERCENTER 5166,Super Store,Deming,1021 E Pine St
100,Gallup,-108.6951413,35.52920896,Albertsons 2902,Supermarket,Gallup,1702 E Historic Highway 66
94.62,Gallup,-108.9890734,35.45140379,ANGEL FOOD MINISTIRES NEW MEXICO 1,Food Buying Co-op,MANUELITO,24 HUNTERS POINT RD
