Score,City,X,Y,Name,Type_1,City_1,FullAddres
100,Albuquerque,-106.6725615,35.09533016,WALGREENS 03997,Combination Grocery/Other,Albuquerque,2105 Central Ave NW
100,Albuquerque,-106.6587399,35.10810476,WALGREENS 09336,Combination Grocery/Other,Albuquerque,2011 12th St NW
100,Albuquerque,-106.5329746,35.07195925,WALGREENS 9773,Combination Grocery/Other,Albuquerque,10300 Central Ave SE
100,Albuquerque,-106.6596247,35.20336244,Walgreens 4651,Combination Grocery/Other,Albuquerque,10236 Coors Byp NW
100,Albuquerque,-106.5775646,35.1104511,Walgreens 05997,Combination Grocery/Other,Albuquerque,2625 San Pedro Dr NE
100,Albuquerque,-106.5227763,35.13073145,WALGREENS 11360,Combination Grocery/Other,Albuquerque,11200 Montgomery Blvd NE
100,Albuquerque,-106.6857949,35.14993226,Walgreens 4911,Combination Grocery/Other,Albuquerque,6000 Coors Blvd NW
100,Albuquerque,-106.569396,35.13065725,WALGREENS 23,Combination Grocery/Other,Albuquerque,5001 Montgomery Blvd NE
100,Albuquerque,-106.5194613,35.10894377,Walgreens 6587,Combination Grocery/Other,Albuquerque,9700 Menaul Blvd NE
100,Albuquerque,-106.7106345,35.08021482,WALGREENS 04047,Combination Grocery/Other,Albuquerque,101 Coors Blvd NW
99.9,Albuquerque,-106.6382241,35.154689,WALGREENS 7735,Combination Grocery/Other,Los Ranchos,6605 4th St NW
97.24,Albuquerque,-106.6814459,35.02694564,WALGREENS 2111,Combination Grocery/Other,ALBUQUERQUE,1625 RIO BRAVO SW
100,Albuquerque,-106.5782259,35.07698864,WALGREENS 3035,Combination Grocery/Other,Albuquerque,6201 Central Ave NE
100,Albuquerque,-106.604861,35.0875349,Walgreens 4649,Combination Grocery/Other,Albuquerque,3501 Lomas Blvd NE
100,Albuquerque,-106.5589623,35.1589853,Walgreens 03367,Combination Grocery/Other,Albuquerque,8011 Harper Dr NE
100,Albuquerque,-106.6760733,35.20771508,Walgreens 5731,Combination Grocery/Other,Albuquerque,9500 Golf Course Rd NW
100,Albuquerque,-106.5493311,35.13061197,WALGREENS 6121,Combination Grocery/Other,Albuquerque,8400 Montgomery Blvd NE
100,Albuquerque,-106.6427636,35.13074294,WALGREENS 07351,Combination Grocery/Other,Albuquerque,4700 4th St NW
100,Albuquerque,-106.7244993,35.08147399,Walgreens 7442,Combination Grocery/Other,Albuquerque,1201 Unser Blvd NW
100,Albuquerque,-106.726803,35.192211,Walgreens 2053,Combination Grocery/Other,Albuquerque,6565 Paradise Blvd NW
100,Albuquerque,-106.5507026,35.10323953,Walgreens 09213,Combination Grocery/Other,Albuquerque,1900 Wyoming Blvd NE
100,Albuquerque,-106.5786527,35.1740489,WALGREENS 09608,Combination Grocery/Other,Albuquerque,6250 Paseo del Norte NE
99.15,Albuquerque,-106.5334664,35.13894655,Walgreens 7438,Combination Grocery/Other,ALBUQUERQUE,5850 EUBANK BLVD NE
100,Albuquerque,-106.7306216,35.10646089,Walgreens 09715,Combination Grocery/Other,Albuquerque,2200 Unser Blvd NW
100,Albuquerque,-106.587213,35.07795971,Walgreens 11959,Combination Grocery/Other,Albuquerque,5201 Central Ave NE
100,Albuquerque,-106.6033643,35.10916694,WALGREENS 11958,Combination Grocery/Other,Albuquerque,3632 Menaul Blvd NE
99.13,Albuquerque,-106.7006711,35.2094722,Walgreens 12407,Combination Grocery/Other,ALBUQUERQUE,10800 UNSER BLVD NW
100,Albuquerque,-106.5423252,35.17372083,Walgreens 12004,Combination Grocery/Other,Albuquerque,8011 Ventura St NE
99.15,Albuquerque,-106.7356876,35.04358039,WALGREENS 13164,Combination Grocery/Other,ALBUQUERQUE,9601 GIBSON BLVD  SW
100,Albuquerque,-106.6804001,35.02720299,Walgreens 15033,Combination Grocery/Other,Albuquerque,3401 Isleta Blvd SW
97.28,Albuquerque,-106.5686521,35.09497602,WALGREENS #793,Combination Grocery/Other,ALBUQUERQUE,2100 LOUISIANA NE
100,Albuquerque,-106.6590115,35.20667021,Walmart  1397,Super Store,Albuquerque,10224 Coors Byp NW
100,Albuquerque,-106.7021059,35.11229919,Walmart 2924,Super Store,Albuquerque,2550 Coors Blvd NW
100,Albuquerque,-106.6042347,35.09614633,Walmart 850,Super Store,Albuquerque,2701 Carlisle Blvd NE
100,Albuquerque,-106.5321988,35.07961978,Walmart 835,Super Store,Albuquerque,400 Eubank Blvd NE
99.15,Albuquerque,-106.5194613,35.10894377,Walmart 5675,Super Store,Albuquerque,11001 Menaul Blvd Ne
100,Albuquerque,-106.5558228,35.10526238,Walmart Neighborhood 2451,Super Store,Albuquerque,4700 Cutler Ave NE
100,Albuquerque,-106.7400166,35.05576038,Walmart NEIGHBORHOOD MARKET 3385,Super Store,Albuquerque,9600 Sage Rd SW
100,Albuquerque,-106.5227763,35.13073145,Walmart Neighborhood Market 3512,Super Store,Albuquerque,11018 Montgomery Blvd NE
99.13,Albuquerque,-106.7122409,35.13579151,Walmart Neighborhood Market 4676,Super Store,Albuquerque,1820 UNSER BLVD NW
99.19,Albuquerque,-106.6760733,35.20771508,Walmart NEIGHBORHOOD MKT 3317,Super Store,ALBUQUERQUE,8511 GOLF COURSE RD NW
100,Albuquerque,-106.586312,35.07502995,Walmart SUPERCENTER 831,Super Store,Albuquerque,301 San Mateo Blvd SE
100,Albuquerque,-106.5505147,35.14744049,Walmart SUPERCENTER 824,Super Store,Albuquerque,8000 Academy Rd NE
100,Albuquerque,-106.7142173,35.02486748,Walmart SUPERCENTER 5430,Super Store,Albuquerque,3500 Coors Blvd SW
100,Albuquerque,-106.5507307,35.10582563,Walmart Supercenter 5491,Super Store,Albuquerque,2266 Wyoming Blvd NE
100,Albuquerque,-106.6785434,35.04726253,WENDYS BAKERY,Bakery Specialty,Albuquerque,1926 Isleta Blvd SW
100,Albuquerque,-106.7024044,35.08808827,West Mesa Market,Small Grocery Store,Albuquerque,5601 Bluewater Rd NW
100,Albuquerque,-106.7024044,35.08808827,West Mesa Market,Small Grocery Store,Albuquerque,5601 Bluewater Rd NW
100,Albuquerque,-106.6630599,35.17984474,Wgw Beef Jerky #2 Llc,Meat/Poultry Specialty,Albuquerque,6541 Paradise Blvd NW
100,Albuquerque,-106.7429044,35.07451273,Wgw Beef Jerky Llc,Meat/Poultry Specialty,Albuquerque,110 98th St NW
100,Albuquerque,-106.6042858,35.10308096,Whole Foods Market 10420,Super Store,Albuquerque,2103 Carlisle Blvd NE
100,Albuquerque,-106.5543632,35.14678849,Whole Foods Market 10144,Super Store,Albuquerque,5815 Wyoming Blvd NE
100,Albuquerque,-106.5179502,35.10894727,WILD OATS COMMUNITY MARKET,Combination Grocery/Other,Albuquerque,11015 Menaul Blvd NE
100,Albuquerque,-106.5179502,35.10894727,WILD OATS COMMUNITY MARKET,Combination Grocery/Other,Albuquerque,11015 Menaul Blvd NE
97.2,Albuquerque,-106.5863396,35.14182498,WILD OATS MARKET INC,Super Store,Albuquerque,6300 San Mateo Blvd NE Ste A
100,Albuquerque,-106.6157785,35.10930515,WONDER HOSTESS  9525,Bakery Specialty,Albuquerque,2445 Menaul Blvd NE
100,Albuquerque,-106.7153577,35.08260557,ZANIOS FOODS INC,Wholesaler,Albuquerque,221 Airport Dr NW
100,Albuquerque,-106.5776,35.05910344,Zenith African Caribbean Market,Combination Grocery/Other,Albuquerque,1218 San Pedro Dr SE
100,Albuquerque,-106.6205807,35.08095098,Zenith African Caribbean Market,Combination Grocery/Other,Albuquerque,1606 Central Ave SE
100,Albuquerque,-106.5862846,35.08208675,ZENITH FASHIONS,Small Grocery Store,Albuquerque,511 San Mateo Blvd NE
98.76,Albuquerque,-106.6427808,35.08338857,ZIA EATERIES,Small Grocery Store,ALBUQUERQUE,400 CENTRAL SE
100,Datil,-108.0903485,34.05480767,"Cable Springs General Store, LLC",Small Grocery Store,Datil,35 Frontier Trl
97.18,Datil,-107.8429777,34.14496401,Eagle Guest Operations Llc,Small Grocery Store,Datil,Juction Hwy 12 & Us 60
95.1,Datil,-108.0970912,34.0724407,EAGLE GUEST RANCH,Combination Grocery/Other,Datil,PO Box 68
98.96,Datil,-107.8429777,34.14496401,EAGLE GUEST RANCH,Medium Grocery Store,DATIL,US 60 & SR 12
90.74,Datil,-108.1058067,34.03181035,EXODUS RANCH TRADING POST,Small Grocery Store,DATIL,4 EXODUS RANCH RD.
98.87,Reserve,-108.7578885,33.70912957,Jakes General Merchandise Inc,Medium Grocery Store,RESERVE,106 Main Street
98.87,Reserve,-108.7578885,33.70912957,Jakes General Merchandise Inc,Medium Grocery Store,RESERVE,106 Main Street
96,Reserve,-108.759209,33.71230199,KID'S MARKET,Small Grocery Store,Reserve,HC 62 Box 1B
98.4,Reserve,-108.7592892,33.712027,LANEY MERCANTILE,Small Grocery Store,RESERVE,HCR 62 NULL
88.5,Luna,-108.9548052,33.8161845,LUNA COUNTRY STORE,Small Grocery Store,LUNA,SR 180 P.O. BOX 125
97.02,Luna,-108.9571208,33.8188087,LUNA MERCANTILE,Small Grocery Store,LUNA,HWY 180
92.61,Reserve,-108.7645238,33.69473318,RANCHO DE FRISCO STORE,Small Grocery Store,RESERVE,101 KIEHNE
99.03,Aragon,-108.6178676,33.83456749,SQUARE DEAL STORE,Small Grocery Store,ARAGON,NEW MEXICO HIWAY 12
97.66,Quemado,-108.7709359,34.25536806,THE COUNTRY STORE,Small Grocery Store,QUEMADO,3443 W HWY 60
98.91,Reserve,-108.8599268,33.68388367,THE ENCHANTED PANTRY & EXCHANGE,Small Grocery Store,RESERVE,1 LAKESHORE DR
100,Roswell,-104.5215005,33.42323286,3C MEATS,Meat/Poultry Specialty,Roswell,115 E Country Club Rd
100,Roswell,-104.5353655,33.39420855,Albertson Market 691,Supermarket,Roswell,900 W 2nd St
100,Roswell,-104.5227944,33.38055886,ALBERTSONS  908,Supermarket,Roswell,1110 S Main St
100,Roswell,-104.5227944,33.38055886,ALBERTSONS 690,Supermarket,Roswell,1110 S Main St
96.5,Roswell,-104.522795,33.3808844,ALLSUPS 155,Combination Grocery/Other,Roswell,6111 S Main St
96.5,Roswell,-104.522795,33.3808844,Asian Market,Combination Grocery/Other,Roswell,5702 S Main St
96.5,Roswell,-104.522795,33.3808844,Asian Market,Combination Grocery/Other,Roswell,5702 S Main St
100,Roswell,-104.5229899,33.42065569,Big Lots 1908,Combination Grocery/Other,Roswell,2315 N Main St
100,Hagerman,-104.3227994,33.11404249,BOBCAT SUPERMARKET,Medium Grocery Store,Hagerman,101 E Argyle St
100,Roswell,-104.523154,33.37357451,CARA BLANCA MEAT MARKET,Medium Grocery Store,Roswell,1606 S Main St
100,Roswell,-104.523154,33.37357451,CARA BLANCA MEAT MARKET,Medium Grocery Store,Roswell,1606 S Main St
100,Roswell,-104.523154,33.37357451,CARNICERIA RODEO,Meat/Poultry Specialty,Roswell,1600 S Main St
100,Roswell,-104.523154,33.37357451,CARNICERIA RODEO,Meat/Poultry Specialty,Roswell,1600 S Main St
97.71,Roswell,-104.553033,33.62912703,COMIDAS DE ROSEWELL NUEVO,Small Grocery Store,ROSEWELL,300 N MAIN
100,Roswell,-104.536113,33.40045399,CVS Pharmacy 11332,Combination Grocery/Other,Roswell,700 N Union Ave
100,Roswell,-104.5360705,33.39145547,D & D DISCOUNT,Combination Grocery/Other,Roswell,211 S Union Ave
96.71,Dexter,-104.3765276,33.19774115,DEXTER FOOD FAIR MKT,Medium Grocery Store,DEXTER,311 WEST FIRST
98.75,Roswell,-104.522795,33.3808844,DOLLAR GENERAL 6297,Combination Grocery/Other,Roswell,1012 S Main St
100,Roswell,-104.5231156,33.42796177,DOLLAR GENERAL 6308,Combination Grocery/Other,Roswell,2712 N Main St
100,Roswell,-104.5359417,33.3707824,Dollar General 6868,Combination Grocery/Other,Roswell,1706 S Union Ave
98.75,Roswell,-104.522795,33.3808844,Dollar General 11830,Combination Grocery/Other,Roswell,5829 S Main St
100,Roswell,-104.5493911,33.39405228,Dollar General 13268,Combination Grocery/Other,Roswell,1706 W 2nd St
100,Dexter,-104.4456083,33.29237055,DOLLAR GENERAL 13978,Combination Grocery/Other,Dexter,125 E Lupton Rd
96.5,Roswell,-104.6454469,33.95590863,DOLLAR TREE 2736,Combination Grocery/Other,Roswell,4511 N Main St
100,Roswell,-104.5231382,33.37148594,Dollar Tree 5044,Combination Grocery/Other,Roswell,1700 S Main St
100,Roswell,-104.5173605,33.3857215,DURANS GROCERY,Small Grocery Store,Roswell,412 E Deming St
100,Roswell,-104.5356296,33.37968941,DURBS FRUIT MARKET,Medium Grocery Store,Roswell,905 W McGaffey St
100,Roswell,-104.5235744,33.39313261,EL TORO BRAVO BAKERY,Combination Grocery/Other,Roswell,102 W 1st St
96.5,Roswell,-104.522795,33.3808844,Family Dollar 13828,Combination Grocery/Other,Roswell,6101 S Main St
96.48,Roswell,-104.522795,33.3808844,Family Dollar Store 2546,Combination Grocery/Other,Roswell,1010 S Main
94.33,Hagerman,-104.3720999,33.0993824,Family Dollar Store 7684,Combination Grocery/Other,Hagerman,PO Box 479
100,Roswell,-104.5562899,33.39405921,Family Dollar Store 6183,Combination Grocery/Other,Roswell,2212 W 2nd St
100,Roswell,-104.6454469,33.95590863,Family Dollar Store 4366,Combination Grocery/Other,Roswell,2801 N Main St
98.65,Dexter,-104.3765276,33.19774115,Family Dollar Store 10463,Combination Grocery/Other,Dexter,302 W. 1st St.
100,Roswell,-104.2510463,33.41336925,Family Dollar Store 11070,Combination Grocery/Other,Roswell,909 E 2nd St
100,Roswell,-104.5127896,33.39419068,FARMERS COUNTRY MARKET 1,Supermarket,Roswell,600 E 2nd St
98.75,Roswell,-104.6454469,33.95590863,Farmers Country Market 5,Super Store,Roswell,2800 N Main St
100,Roswell,-104.5340045,33.37242899,FARMERS COUNTRY MARKET # 4,Super Store,Roswell,800 W Hobbs St
98.75,Roswell,-104.6454469,33.95590863,FARMERS COUNTRY MARKET #5,Super Store,ROSWELL,2800 N MAIN ST
100,Roswell,-104.523154,33.37357451,Fatman's Beef Jerky,Combination Grocery/Other,Roswell,1600 S Main St
100,Roswell,-104.523154,33.37357451,Fatman's Beef Jerky,Combination Grocery/Other,Roswell,1600 S Main St
100,Dexter,-104.4663541,33.27587095,Food Mart,Medium Grocery Store,Dexter,6534 SE Main St
100,Roswell,-104.5227854,33.37853316,FURRS  911,Supermarket,Roswell,1300 S Main St
100,Roswell,-104.5229404,33.42419014,FURRS  909,Supermarket,Roswell,2513 N Main St
100,Roswell,-104.5353655,33.39420855,FURRS  908,Supermarket,Roswell,900 W 2nd St
100,Roswell,-104.451621,33.31375508,GRAVES FARM AND GARDEN,Combination Grocery/Other,Roswell,6265 S Graves Rd
100,Roswell,-104.5224111,33.37979304,GTO Beef Jerky & Meat Market,Meat/Poultry Specialty,Roswell,109 E McGaffey St
100,Roswell,-104.5081394,33.3210966,HOBSON GARDENS,Fruits/Veg Specialty,Roswell,3656 E Hobson Rd
98.04,Dexter,-104.3765276,33.19774115,Irma's Market,Small Grocery Store,Dexter,311 W 1st
96.5,Roswell,-104.522795,33.3808844,JUST-A-BUCK,Unknown,Roswell,6010 S Main St
98.65,Dexter,-104.3765276,33.19774115,KENNYS MARKET,Medium Grocery Store,Dexter,311 W 1st St
100,Roswell,-104.5229539,33.37153601,Kmart 7017,Super Store,Roswell,1705 S Main St
100,Dexter,-104.4478903,33.2929942,LA MEXICANITA GROCERY,Small Grocery Store,Dexter,150 Yakima Rd
100,Roswell,-104.513382,33.38987,LA TAPATIA BAKERY,Bakery Specialty,Roswell,701 E Tilden St
100,Roswell,-104.5353655,33.39420855,LAWRENCE BROS 1380,Super Store,Roswell,900 W 2nd St
98.94,Roswell,-104.5227664,33.39645859,Main  Street Roswell Farmers Market,Farmers' Market,Roswell,North Main & 4th Street
100,Roswell,-104.5227673,33.3970658,Mainstreet Roswell Farmers And Growers Market 03607,Farmers' Market,Roswell,400 N Main St
100,Dexter,-104.4478903,33.2929942,MIDWAY GROCERY,Small Grocery Store,Dexter,163 Yakima Rd
95.88,Roswell,-104.7254215,33.38543607,MORGANO'S TAKE-N-BAKE PIZZA,Bakery Specialty,Roswell,1400 W 2nd St Ste N
100,Roswell,-104.523154,33.37357451,MRS BAIRDS  1714,Bakery Specialty,Roswell,1606 S Main St
96.5,Roswell,-104.522795,33.3808844,NATURES DAIRY,Combination Grocery/Other,Roswell,5104 S Main St
100,Hagerman,-104.3227994,33.11404249,OK GROCERY,Large Grocery Store,Hagerman,101 E Argyle St
100,Roswell,-104.2510463,33.41336925,PAN DULCE BAKERY,Bakery Specialty,Roswell,912 E 2nd St
100,Roswell,-104.5231844,33.43555216,Papa Murphy's NM32007,Bakery Specialty,Roswell,3116 N Main St
100,Roswell,-104.5231844,33.43555216,Papa Murphy's NM036,Bakery Specialty,Roswell,3116 N Main St
100,Roswell,-104.522795,33.3808844,Papa Murphys 32007,Bakery Specialty,Roswell,1100 S Main St
100,Roswell,-104.522795,33.3808844,Papa Murphys 32007,Bakery Specialty,Roswell,1100 S Main St
94.21,Roswell,-104.526011,33.396708,RAINBO BAKERY STORE  353,Bakery Specialty,Roswell,PO Box 370
100,Roswell,-104.4929668,33.41597181,RAYMOND POLLARD DAIRY INC,Combination Grocery/Other,Roswell,2102 E 19th St
98.75,Roswell,-104.6454469,33.95590863,Sam's Club 4961,Super Store,Roswell,4400 N Main St
100,Roswell,-104.519812,33.40868699,Shamrock Foodservice Warehouse 534,Super Store,Roswell,208 E College Blvd
100,Roswell,-104.5339466,33.39419766,SUPER MEAT MART,Medium Grocery Store,Roswell,814 W 2nd St
100,Roswell,-104.5339466,33.39419766,Super Meat Mart,Meat/Poultry Specialty,Roswell,814 W 2nd St
100,Roswell,-104.5339466,33.39419766,Super Meat Mart,Meat/Poultry Specialty,Roswell,814 W 2nd St
100,Roswell,-104.5229804,33.42815789,Target Store 832,Super Store,Roswell,2725 N Main St
100,Hagerman,-104.3227994,33.11404249,TONY'S GROCERY,Large Grocery Store,Hagerman,101 E Argyle St
100,Roswell,-104.5228983,33.4153963,Walgreens 5350,Combination Grocery/Other,Roswell,1835 N Main St
100,Roswell,-104.5227815,33.37928751,WALGREENS 1941,Combination Grocery/Other,Roswell,1200 S Main St
96.5,Roswell,-104.522795,33.3808844,WALKER FOOD STORE,Medium Grocery Store,Roswell,5906 S Main St
96.5,Roswell,-104.6454469,33.95590863,Walmart 611,Super Store,Roswell,4500 N Main St
100,Grants,-107.856817,35.15350851,1912 Market On 66,Combination Grocery/Other,Grants,705 W Santa Fe Ave
95.29,Cubero,-107.5660469,35.07425229,ACOMA COMMERCIAL CENTER,Super Store,PUEBLO OF ACOMA,EXIT 102 & I-40
92.76,Belen,-106.7853113,34.67423956,BELEN MEAT PROCESSING INCORPORATE,Combination Grocery/Other,Belen,1107 N Mesa Rd
98,Milan,-107.881465,35.26681101,BIG SAVE WAREHOUSE MKT,Supermarket,Milan,PO Box 2278
88.41,Prewitt,-108.0859271,35.3645413,BLUEWATER LAKE CONCESS,Combination Grocery/Other,PREWITT,LAKE RT BOX 3307
95.53,Bluewater,-107.9795396,35.25342242,BLUEWATER MINI MART,Small Grocery Store,BLUEWATER,80 W. PINON
97.05,Fence Lake,-108.6735607,34.65349438,BOGARTS MIDWAY MINI MART,Small Grocery Store,FENCE LAKE,HWY. 36 P.O. BOX 698
100,Grants,-107.856817,35.15350851,CHILE EXPRESS,Fruits/Veg Specialty,Grants,705 W Santa Fe Ave
100,Grants,-107.856817,35.15350851,CHILE EXPRESS,Fruits/Veg Specialty,Grants,705 W Santa Fe Ave
94.08,Grants,-107.8576695,35.1535871,CORONA ENTERPRISES,Fruits/Veg Specialty,Grants,PO Box 961
97.85,Casa Blanca,-107.4022044,35.02617594,DANCING EAGLE SUPERMARKET,Supermarket,CASA BLANCA,INTERSTATE 40
98.94,Grants,-107.8361345,35.16115334,Dollar General 6791,Combination Grocery/Other,GRANTS,500 E ROOSEVELT AVE
98.79,Milan,-107.9321285,35.2325628,Dollar General 12863,Combination Grocery/Other,Milan,506 W Highway 66
100,Grants,-107.825508,35.12748111,Dollar Tree 3231,Combination Grocery/Other,Grants,1615 Vicki
98.7,Thoreau,-108.1209882,35.26296248,DUKES TRADING POST,Small Grocery Store,THOREAU,947 HWY 612
95.92,Bluewater,-108.4072448,35.06456175,El Morro Valley Cooperative,Small Grocery Store,Pine Hill,4019 Ice Caves Road
98.97,Grants,-107.866039,35.15580649,ELENA SANDERS PRODUCE,Fruits/Veg Specialty,GRANTS,1 WEST SANTA FE AVE
93.8,Cubero,-107.5608716,35.07187023,Family Dollar 12385,Combination Grocery/Other,Cubero,21 EAGLE NEST RD
100,Grants,-107.8361345,35.16115334,Family Dollar Store 2957,Combination Grocery/Other,Grants,698 E Roosevelt Ave
100,Milan,-107.9321285,35.2325628,Family Dollar Store 5407,Combination Grocery/Other,Milan,805 W Hwy 66
100,Grants,-107.8543922,35.15283234,Grants Farmer's Market,Farmers' Market,Grants,523 W Santa Fe Ave
100,Grants,-107.8543922,35.15283234,Grants Farmers' Market,Farmers' Market,Grants,523 W Santa Fe Ave
100,Grants,-107.8666555,35.15583607,HERNANDEZ PRODUCE,Fruits/Veg Specialty,Grants,1424 W Santa Fe Ave
97.44,Laguna,-107.1643991,34.95169192,Hwy 6 Minimart,Medium Grocery Store,Laguna,2919 Hwy 6 Highland Meadows
100,Grants,-107.8295715,35.16115999,J & L MEATS,Meat/Poultry Specialty,Grants,819 E Roosevelt Ave
98.91,Thoreau,-108.1347145,35.2973368,JACQUI'S COUNTRY MARKET,Small Grocery Store,THOREAU,1227A STATE HWY 612
100,Grants,-107.8404578,35.14700281,Johnnys Kitchen And Pauls Bakery,Combination Grocery/Other,Grants,801 E High St
100,Milan,-107.9321285,35.2325628,JOHNSONS THUNDERBIRD ENT,Small Grocery Store,MILAN,308 W HWY 66
90.51,Cubero,-107.650697,35.075682,KAATSI TRADING POST,Small Grocery Store,MCCARTYS,I-40 - EXIT 96
100,Grants,-107.8507335,35.15349529,LA TIENDITA GROCERY,Unknown,Grants,317 W Stephens Ave
87.11,Laguna,-107.125673,35.0760035,"LAGUNA PUEBLO MART, INC",Large Grocery Store,LAGUNA,PO BOX 63 I-40 EXIT 11
98.79,Milan,-107.9321285,35.2325628,MILAN SUPERMART,Supermarket,MILAN,1415 W HIGHWAY 66
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,PINE HILL,BIA RR 125 12 M S HWY 53
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,PINE HILL,BIA RR 125 12 M S HWY 53
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,Pine Hill,"BIA 125, 12 Miles S Rte. 53"
100,Grants,-107.8423525,35.1468185,PURPLE MOUNTAIN PRODUCE INC,Fruits/Veg Specialty,Grants,700 E Santa Fe Ave
100,Grants,-107.8295715,35.16115999,RIO GRANDE MEXICAN FOOD PRODUCTS,Meat/Poultry Specialty,Grants,833 E Roosevelt Ave
100,Grants,-107.8295715,35.16115999,"RIO GRANDE MEXICAN FOODS, INC.",Meat/Poultry Specialty,Grants,833 E Roosevelt Ave
97,San Rafael,-107.881701,35.1139258,RODRIQUEZ GROCERY STORE,Unknown,SAN RAFAEL,MAIN STREET
98.7,Thoreau,-108.1209882,35.26296248,S AND S MARKET #2,Small Grocery Store,THOREAU,STATE HWY 612
98.75,Milan,-107.9321285,35.2325628,SHOP N SAVE - MILAN,Supermarket,MILAN,1415 WEST HWY 66
85.9,Thoreau,-108.1347145,35.2973368,SILVA'S,Small Grocery Store,BLUEWATER ACRES,HGT 612
98.94,Grants,-107.8361345,35.16115334,SMITHS 415,Super Store,Grants,700 E Roosevelt Ave
96.55,Grants,-107.8743466,35.15888693,TEXACO TRAVEL CENTER,Unknown,GRANTS,1628 SANTA FE
100,Grants,-107.8295715,35.16115999,TRES MARIAS BAKERY,Bakery Specialty,Grants,831 E Roosevelt Ave
100,Grants,-107.8404578,35.14700281,TRES MARIAS BAKERY,Bakery Specialty,Grants,801 E High St
100,Grants,-107.8404578,35.14700281,Tres Marias Bakery,Bakery Specialty,Grants,801 E High St
100,Grants,-107.8272873,35.12941938,Walgreens 15607,Combination Grocery/Other,Grants,1509 E Santa Fe Ave
100,Grants,-107.8251846,35.12635539,Walmart Supercenter 2652,Super Store,Grants,1000 Robert Rd
93.97,Grants,-107.8361345,35.16115334,ZIA ROADSIDE MARKET,Fruits/Veg Specialty,GRANTS,600 E ROSEVELT
100,Raton,-104.4407745,36.902975,APOLLO GROCERY,Combination Grocery/Other,Raton,100 N 3rd St
100,Raton,-104.4406531,36.89037698,CITY MARKET,Supermarket,Raton,907 S 2nd St
100,Raton,-104.4402453,36.88781651,DOLLAR GENERAL 6302,Combination Grocery/Other,Raton,1101 S 2nd St
99.1,Angel Fire,-105.289987,36.404208,Dollar General 19769,Combination Grocery/Other,Angel Fire,3400 Mountain View Blvd
97.08,Angel Fire,-105.3251986,36.42662383,ENCHANTED CIRCLE SEAFOOD,Meat/Poultry Specialty,ANGEL FIRE,HWY  64 COUNTY RD  B-30
100,Cimarron,-104.9155014,36.51058353,Family Dollar 11525,Combination Grocery/Other,Cimarron,31039 US Highway 64
99.1,Angel Fire,-105.289987,36.404208,Family Dollar 11678,Combination Grocery/Other,Angel Fire,3421 Mountain View Blvd
100,Raton,-104.4400284,36.88215955,Family Dollar Store 2889,Combination Grocery/Other,Raton,1249 S 2nd St
98.91,Springer,-104.595958,36.3568878,Family Dollar Store 10937,Combination Grocery/Other,Springer,108 Maxwell Ave
100,Raton,-104.4449829,36.88358724,High Country Meats,Meat/Poultry Specialty,Raton,340 Colfax Ave
100,Raton,-104.4400284,36.88215955,Kmart 9238,Super Store,Raton,1235 S 2nd St
100,Raton,-104.441888,36.9025708,LEROYS GROCERY,Small Grocery Store,Raton,304 Park Ave
100,Raton,-104.4262389,36.90050421,LITTLE E'S SUPERAMA,Medium Grocery Store,Raton,333 E Cook Ave
100,Raton,-104.4400284,36.88215955,LOWE'S SUPER SAVE #53 53,Super Store,Raton,1265 S 2nd St
100,Angel Fire,-105.2858576,36.38970656,LOWES 60,Super Store,Angel Fire,3469 Highway 434
96.91,Springer,-104.595958,36.3568878,MACARONS SUPER MARKET,Medium Grocery Store,SPRINGER,305 MAXWELL AVE
100,Maxwell,-104.5422243,36.54003725,MAXWELL HOUSE GROCERY,Small Grocery Store,Maxwell,302 Maxwell Ave
100,Raton,-104.4387559,36.90106361,Mountain Pass Market,Small Grocery Store,Raton,127 Cook Ave
100,Raton,-104.4370475,36.90730949,PLAZA SUPER MARKET,Supermarket,Raton,501 N 1st St
100,Raton,-104.4370475,36.90730949,PLAZA SUPERMARKET,Supermarket,Raton,501 N 1st St
100,Raton,-104.4383125,36.90155251,"Ramel Family Farms, Llc",Fruits/Veg Specialty,Raton,132 S 1st St
100,Maxwell,-104.5422243,36.54003725,ROBERT'S GROCERY,Small Grocery Store,Maxwell,302 Maxwell Ave
100,Raton,-104.4402266,36.88704451,ROMERO PRODUCE,Fruits/Veg Specialty,Raton,1144 S 2nd St
100,Cimarron,-104.9155014,36.51058353,RUSSELL'S ONE STOP,Large Grocery Store,Cimarron,31091 Hwy 64
100,Cimarron,-104.9155014,36.51058353,Russell's One Stop,Medium Grocery Store,Cimarron,31091 US Highway 64
100,Springer,-104.595958,36.3568878,Springer Super Market 1384,Small Grocery Store,Springer,305 Maxwell Ave
100,Raton,-104.4341026,36.90676129,Springer Super Market,Medium Grocery Store,Raton,311 E Maxwell Ave
100,Raton,-104.4400284,36.88215955,SUPER SAVE DISCOUNT FOODS # 103,Super Store,Raton,1265 S 2nd St
